id,sentence,sub_entity,obj_entity,label
17,"마창[OBJ]시내버스협의회[OBJ]소속 중 가장 많은 버스대수를 보유하고 있던 마산의 [SUB](유)시민버스[SUB]는 누적적자와 임금체불 등의 원인이 된 경영악화로 인해 2009년 5월이 되자 자산규모 150억원, 부채는 240억원에 달하게 되었다.","{'word': '(유)시민버스', 'start_idx': 42, 'end_idx': 48, 'type': 'ORG'}","{'word': '시내버스협의회', 'start_idx': 2, 'end_idx': 8, 'type': 'ORG'}",org:member_of
18,"그러나 [OBJ] 가톨릭 [OBJ] 모임은 다양한 [SUB] 가톨릭 [SUB] 교회 중 서방 교회의 전통적인 교황 제도를 갖춘 로마식 가톨릭 교회이며, 공식적으로는 가톨릭 교회나 로마 가톨릭 교회라고 불러야 한다.","{'word': '가톨릭', 'start_idx': 15, 'end_idx': 17, 'type': 'ORG'}","{'word': '천주교', 'start_idx': 5, 'end_idx': 7, 'type': 'ORG'}",org:members
19,2017년 1월 [OBJ] 아이오아이 [OBJ] 활동 종료 후 [SUB] 최유정 [SUB]와 함께 판타지오로 돌아와 8인조 걸그룹 위키미키의 멤버를 통해 재데뷔하였다.,"{'word': '최유정', 'start_idx': 24, 'end_idx': 26, 'type': 'PER'}","{'word': '아이오아이', 'start_idx': 9, 'end_idx': 13, 'type': 'ORG'}",per:employee_of
20,[OBJ] 경성대학교 [OBJ](총장 [SUB] 송수곤 [SUB])는 26일부터 27일까지 1박 2일간 부산은행 기장연수원에서 경성대학교 고용센터가 주관하고 부산지방고용노동청과 부산광역시가 주최하는 '대학고용센터 연합 금융취업캠프'를 개최했다.,"{'word': '송수건', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}","{'word': '경성대학교', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}",per:employee_of
21,"안토니오 콘티 [ SUB](1969년 7월 31일, [OBJ] 이탈리아 레체 [OBJ])는 은퇴한 이탈리아의 축구 선수로, 현재는 이탈리아 세리에 A 인테르나치오날레의 축구 감독이다.","{'word': '안토니오 콘테', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '이탈리아 레체', 'start_idx': 22, 'end_idx': 28, 'type': 'LOC'}",per:place_of_birth
22,"해당 보도에 대해서, [SUB] 오달수[SUB]씨 소속 사무소 「[OBJ]씨제스 엔터테인먼트[OBJ]」는 13일, 입장을 분명히 했다.","{'word': '오달수', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}","{'word': '씨제스엔터테인먼트', 'start_idx': 21, 'end_idx': 29, 'type': 'ORG'}",per:employee_of
23,"[SUB] 이종렬 [SUB]는 대한변호사협회로부터 변호사 등록신청을 거부당한 후 ""대한변호사협회 회원으로 자격이 있으나 거부한 것은 위법 부당하다""며 대한변호사협회(협회장 하창우)를 상대로 한 [OBJ] 변호사 [OBJ] 회원 지위 확인 소송을 제기했다.","{'word': '이정렬', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '변호사', 'start_idx': 95, 'end_idx': 97, 'type': 'POH'}",per:title
24,[SUB] 성남 일화 [SUB] 천마를 [OBJ] 성남시 [OBJ]로부터 인수하여 시민프로축구단으로 재출범하였다.,"{'word': '성남 일화', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '성남시', 'start_idx': 10, 'end_idx': 12, 'type': 'ORG'}",org:member_of
25,[SUB] 박홍률 [SUB] 전 목포시장이 비례대표 중심정당 [OBJ] 열린민주당 [OBJ]에 입당하여 중앙당 최고위원직을 맡게 되었다.,"{'word': '박홍률', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '열린민주당', 'start_idx': 24, 'end_idx': 28, 'type': 'ORG'}",per:employee_of
26,"2000년 12월 국방개혁 2020계획에 따라 제1야전군 [OBJ]야전군 [OBJ]과의 통합으로 [SUB]지상작전사령부 [SUB]가 창설될 예정이었으나, 빠른 시일 내에 제1, 3야전군 해체시 발생하는 영향으로 전투력 공백화 등 다양한 문제가 발생할 수 있어 2019년부터 통합되었다.","{'word': '지상작전사령부', 'start_idx': 41, 'end_idx': 47, 'type': 'ORG'}","{'word': '야전군', 'start_idx': 30, 'end_idx': 32, 'type': 'ORG'}",org:members
27,경기도[OBJ] 고양시[OBJ](시장:이재준)[SUB] 일산동구[SUB]보건소는 9월부터 건강체험관 '앰버버스' 운영을 시작한다.,"{'word': '일산동구', 'start_idx': 15, 'end_idx': 18, 'type': 'ORG'}","{'word': '고양시', 'start_idx': 3, 'end_idx': 5, 'type': 'LOC'}",org:member_of
28,"1995년 11월 15일, 피델 라모스 전 대통령이 '행정명령 5호'를 통해 창설한 국가영웅위원회 기술위원회(the Technical Committee of the National Heroes Committee)는 호세 리살, 안드레스 보니파시오, 에밀리오 아기날도, 아폴리나리오 [SU. Feroes Committee] [셀로 마르세] [SU. Maeloes Mael]는 호세니 SU. Maelael], SU. Moni SU. SU. Moni SU. Pola","{'word': '마르셀로 델 필라', 'start_idx': 162, 'end_idx': 170, 'type': 'PER'}","{'word': '필리핀', 'start_idx': 214, 'end_idx': 216, 'type': 'LOC'}",per:origin
29,[SUB] 토론토 [SUB] 대학은 [OBJ] 캐나다 [OBJ] 온타리오주 토론토에 있는 연구 중심 공립대학이다.,"{'word': '토론토', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '캐나다', 'start_idx': 9, 'end_idx': 11, 'type': 'LOC'}",org:place_of_headquarters
30,포에버21은 재미교포 [SUB] 장도원 [SUB] 장진숙 [OBJ] 씨 부부가 설립한 퍼스트 의류회사로 57개국에 815개 매장을 운영하고 있다.,"{'word': '장도원', 'start_idx': 12, 'end_idx': 14, 'type': 'PER'}","{'word': '장진숙', 'start_idx': 16, 'end_idx': 18, 'type': 'PER'}",per:spouse
31,이 노조는 SUB 배달의 민족[SUB]의 프리미엄 외식 배달 서비스 '[OBJ] 배민라이더스[OBJ]' 소속 배달원으로 구성돼 있다.,"{'word': '배달의민족', 'start_idx': 6, 'end_idx': 10, 'type': 'ORG'}","{'word': '배민라이더스', 'start_idx': 27, 'end_idx': 32, 'type': 'ORG'}",org:members
32,1992년 11월 24일에 행해진 1993년 2차 지명을 통해 당시 쌍방울 레이더스에 소속되어 있던 [OBJ] 외야수 [OBJ] 전영규 [SUB]를 삼성 라이온즈에 넘기는 대신 김성길과 함께 전영규의 보상 선수로 이적하였다.,"{'word': '정영규', 'start_idx': 52, 'end_idx': 54, 'type': 'PER'}","{'word': '외야수', 'start_idx': 48, 'end_idx': 50, 'type': 'POH'}",per:title
33,[OBJ] 1953년 2월 19일 [OBJ] 경상남도 함양군에서 태어난 [SUB] 서기석 [SUB]은 경남고등학교와 서울대학교 법과대학 및 동 대학원을 졸업했다.,"{'word': '서기석', 'start_idx': 28, 'end_idx': 30, 'type': 'PER'}","{'word': '1953년 2월 19일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",per:date_of_birth
34,토트텀 홋스퍼는 16일(한국 시간) 영국 버밍엄 시내공원 'OBJ'에서 열린 'SUB' 애스턴 빌라 'SUB'와의 2019-2020 프리미어리그 26라운드에서 원정경기에서 3-2로 승리했다.,"{'word': '애스턴빌라', 'start_idx': 40, 'end_idx': 44, 'type': 'ORG'}","{'word': '빌라 파크', 'start_idx': 29, 'end_idx': 33, 'type': 'POH'}",no_relation
35,"게다가 조정은 OBJ 건륭제[OBJ]의 사돈이며, 이미 30년 넘게 조정을 장악해 온 수석군기대신 겸 대학사 화신이 시시각각 보고를 SUB가 경제[SUB] 대신 먼저 건륭제에게 바쳤기 때문이다.","{'word': '가경제', 'start_idx': 67, 'end_idx': 69, 'type': 'PER'}","{'word': '건륭제', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}",no_relation
36,"[SUB] 한국서부발전 [SUB](사장 [OBJ] 김병숙 [OBJ], 이하 서부발전)은 최근 해외국가 수출규제의 대안으로 핵심부품의 국산화가 강조되고 있는 가운데, 발전설비 정비를 위해 연평균 200억원의 예산이 드는 발전설비 외산자기재의 국산화에 선제적으로 임하는 것으로 결실을 맺고 있다.","{'word': '한국서부발전', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '김병숙', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}",org:top_members/employees
37,"전북 선관위에 따르면 모두 [SUB] 민주당 [SUB]가 15명, 바른미래당 1명, 민주평화당 1명, [OBJ] 민중당 [OBJ] 1명, 무소속 1명이다.","{'word': '민주당', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}","{'word': '민중당', 'start_idx': 44, 'end_idx': 46, 'type': 'ORG'}",no_relation
38,"SUB 이종희[SUB](OBJ, 1942년 4월 15일 ~ )는 경상북도 대구 출신의 한국 기업인이다.","{'word': '이종희', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '李鍾熙', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}",per:alternate_names
39,이때 중재자 역할을 맡아 협상을 잘 진행한 덕분에 'SUB' 루이 13세 [SUB]의 대비이자 섭정인 [OBJ] 마리 드 메디시스 [OBJ]의 눈에 띄어 정계에 입문하게 된다.,"{'word': '루이 13세', 'start_idx': 30, 'end_idx': 35, 'type': 'PER'}","{'word': '마리 드 메디시스', 'start_idx': 47, 'end_idx': 55, 'type': 'PER'}",per:parents
40,"영국 유학시에 몸에 밴 매너로 「OBJ 영국 신사[OBJ]로 불려 공직 생활에서의 지급인의 조사 의무」 등, 다수의 논문을 발표하고 있던 「SUB」신명균[SUB]은, 1993년의 공직자 재산 공개 당시 , 74억4천206만7천원의 재산 신고를 실시해, 공직을 사임하고 변호사를 맡아 2007년 4월에 임기 2년의 제7기 정보 통신 윤리 위원회 위원회에 취임한.","{'word': '신명균', 'start_idx': 67, 'end_idx': 69, 'type': 'PER'}","{'word': '영국 신사', 'start_idx': 17, 'end_idx': 21, 'type': 'LOC'}",per:alternate_names
41,"아르헨티나와 브라질은 총 [OBJ] 140,000km [OBJ] 정도의 파라과이 영토를 합병하였으나 아르헨티나는 미시오네스 지역의 대부분과 오늘날 포르모사 주에 속해 있는 벨메호 강과 필코마요 강 사이의 그란차코 지역의 일부를 얻고, [SUB] 브라질 [SUB]는 전쟁 전부터 논란이 있던 지역이었던 지역의 영유권을 얻어 마투그로 수","{'word': '브라질', 'start_idx': 120, 'end_idx': 122, 'type': 'ORG'}","{'word': '140,000km', 'start_idx': 17, 'end_idx': 25, 'type': 'NOH'}",no_relation
42,[SUB] 손대광 [SUB]은 [OBJ] 1946년 6월 2일 [OBJ] 전라북도 정주(어정 전라도 갑송 모란읍 정주지구)에서 태어났다.,"{'word': '송대관', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1946년 6월 2일', 'start_idx': 5, 'end_idx': 15, 'type': 'DAT'}",per:date_of_birth
43,아르망 장 뒤 프레시드[SUB] 리슐리 외 [SUB] 에드 프롱삭 추기공작(1585년 9월 9일 - 1642년 12월 4일)은 프랑스의 정치가로 귀족이며 로마[OBJ] 가톨릭[OBJ]의 추기경이다.,"{'word': '리슐리외', 'start_idx': 14, 'end_idx': 17, 'type': 'PER'}","{'word': '가톨릭', 'start_idx': 81, 'end_idx': 83, 'type': 'ORG'}",per:religion
44,"현재 소프트뱅크 구단대표이사 회장 종신GM, 일본프로야구조직(NPB) 커미셔너 특별고문, [SUB] 요미우리 자이언츠 [SUB] OB회 고문([OBJ] 2014 [OBJ]년까지 회장), 일본프로야구명구회 고문, 세계소년야구추진재단 이사장, 외무성에서 위촉된 야구특별대사, 규슈국립박물관 평의원 등을 맡고 있다.","{'word': '요미우리 자이언츠', 'start_idx': 56, 'end_idx': 64, 'type': 'ORG'}","{'word': '2014', 'start_idx': 73, 'end_idx': 76, 'type': 'DAT'}",no_relation
45,"2007~2008시즌 티에리 앙리의 이적으로 불안했던 팀을 에이스로 이끌었고, 'OBJ' 프리미어리그 우승팀 'SUB' 맨체스터 유나이티드 'SUB'에 불과 4점 차로 3위를 기록하는 등 선전했다.","{'word': '맨체스터 유나이티드', 'start_idx': 56, 'end_idx': 65, 'type': 'ORG'}","{'word': '프리미어리그', 'start_idx': 44, 'end_idx': 49, 'type': 'ORG'}",org:member_of
46,"전국광역시구청장협의회는 4일 대전 서구청에서 문인광주협의회장(광주 북구청장), 장종태 대전협의회장(대전 서구청장), [SUB] 노기태 부산협의회장(부산 [OBJ] 강서구청장 [OBJ]), 류한국 협의회장(대구 서구청장), 박형우 인천협의회장(인천 계양구청장), 정석구청장 협의회장(인천 계양구청장 협의회장, 정석구청장 협의회장과 4일 오전","{'word': '노기태', 'start_idx': 71, 'end_idx': 73, 'type': 'PER'}","{'word': '강서구청장', 'start_idx': 85, 'end_idx': 89, 'type': 'LOC'}",per:title
47,"[SUB] 대일본제국 육군 [SUB]의 연료창은 [OBJ] 1945년 [OBJ]까지 대일본제국이 패할 때까지 사용되었고, 연료창을 접수했던 연합국의 일본 점령군은 제5공군의 항공기지인 후추항공기지로 바꾸었다.","{'word': '일본 제국 육군', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '1945년', 'start_idx': 15, 'end_idx': 19, 'type': 'DAT'}",org:dissolved
48,"전해 내려오는 이야기에 따르면, 8월이 31일이 된 이유는 [OBJ] 아우구스투스[OBJ]가 자신의 이름을 딴 8월과 [SUB] 율리우스 카이사르[SUB]를 딴 7월(July)이 같은 날을 갖기를 원했기 때문이다.","{'word': '율리우스 카이사르', 'start_idx': 55, 'end_idx': 63, 'type': 'PER'}","{'word': '아우구스투스', 'start_idx': 33, 'end_idx': 38, 'type': 'PER'}",no_relation
49,8월 20일 [SUB] ACF 피오렌티나 [SUB]와의 경기에 출장하여 [OBJ] 세리에 A [OBJ] 데뷔전을 치렀다.,"{'word': 'ACF 피오렌티나', 'start_idx': 7, 'end_idx': 15, 'type': 'ORG'}","{'word': '세리에 A', 'start_idx': 28, 'end_idx': 32, 'type': 'POH'}",org:member_of
50,"헝가리는 1918년에 공화국을 선언했지만, 1920년 연합국과의 트리아논 조약으로 'OBJ' 공화정[OBJ]이 부인되었고, 이후 'SUB' 헝가리[SUB] 왕국은 1946년까지 존속하였다.","{'word': '헝가리', 'start_idx': 58, 'end_idx': 60, 'type': 'ORG'}","{'word': '공화정', 'start_idx': 45, 'end_idx': 47, 'type': 'POH'}",org:political/religious_affiliation
51,"남한주로 돌아온 [SUB] 문무왕 [SUB]은 10월 22일에 논공행상을 하사하고, [OBJ] 서라벌 [OBJ]에 남아 있던 김유신에게 태대서 발한의 직위와 식읍 500호, 궤장을 하사하였으며, 그의 모든 보좌관에게도 각각 품계를 하나씩 올렸다.","{'word': '문무왕', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '서라벌', 'start_idx': 37, 'end_idx': 39, 'type': 'LOC'}",no_relation
52,[SUB] 명성황후[SUB]가 민씨 척족세력의 실질적인 수장이자 비호세력이라는 점에서 명성황후[OBJ] 여흥민씨[OBJ]를 제거하는 것은 당연한 일로 생각하였다.,"{'word': '명성황후', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '여흥 민씨', 'start_idx': 47, 'end_idx': 51, 'type': 'LOC'}",per:alternate_names
53,"30일(한국시간) 스페인 축구팀 [SUB] 발렌시아 CF [SUB]는 공식 홈페이지에 ""[OBJ] 이강인 [OBJ] 선수는 왼쪽 허벅지에 불쾌감을 느꼈다. 구단은 앞으로 며칠간 그의 상태를 테스트할 것이라는 글을 올렸다.","{'word': '발렌시아 CF', 'start_idx': 18, 'end_idx': 24, 'type': 'ORG'}","{'word': '이강인', 'start_idx': 37, 'end_idx': 39, 'type': 'PER'}",org:top_members/employees
54,언론상에서는 2015년 [OBJ] 노동당 [OBJ] 대표에 [SUB] 제러미 코빈 [SUB]이 당선된 이후 노동당의 분열이 일어날 것이라는 소문도 나돌았다.,"{'word': '제러미 코빈', 'start_idx': 20, 'end_idx': 25, 'type': 'PER'}","{'word': '노동당', 'start_idx': 12, 'end_idx': 14, 'type': 'ORG'}",per:employee_of
55,"제16대 대통령선거를 앞두고 새천년민주당의 노무현후보 지지를 선언하고 새천년민주당[SUB]에 복당한 후 광주 북구갑 보궐선거에서 당선되었으나, 17대 총선에서는 [OBJ]열린우리당[OBJ] 강기정후보로 낙선, 2007년 기획부동산업자 김현재로부터 3년 보궐선거에서 불법집행유예된 혐의 등으로 은퇴, 2007년 기획부동산업자 김현재씨로부터 3억원을 선고받았다.","{'word': '새천년민주당', 'start_idx': 37, 'end_idx': 42, 'type': 'ORG'}","{'word': '열린우리당', 'start_idx': 85, 'end_idx': 89, 'type': 'ORG'}",no_relation
56,폴란드에 [SUB] 야도비 [SUB]가 도착하고 [OBJ] 로요시 1세 [OBJ]의 죽음 이후 폴란드 내부 분쟁의 원인이 되었던 왕위 공백 기간은 끝났다.,"{'word': '야드비가', 'start_idx': 5, 'end_idx': 8, 'type': 'PER'}","{'word': '러요시 1세', 'start_idx': 17, 'end_idx': 22, 'type': 'PER'}",no_relation
57,"그 후 [OBJ] 2020년 3월 2일 [OBJ][SUB] 불교연합당 [SUB]로 당명을 바꾸었으나, 송영곤이 이 당을 인수하고 3월 25일 명칭을 미래자영업당으로 바꾸면서 사실상 종교정당은 아니었다.","{'word': '불교연합당', 'start_idx': 15, 'end_idx': 19, 'type': 'ORG'}","{'word': '2020년 3월 2일', 'start_idx': 3, 'end_idx': 13, 'type': 'DAT'}",no_relation
58,"바이에른 뮌헨은 AFC 아약스와 [SUB] 유벤투스 [SUB] FC와 함께 3개의 [OBJ] UEFA [OBJ] 유럽 대항전 대회의 타이틀을 모두 가지고 있는 클럽이며, 유러피언컵 3연패를 달성한 마지막 클럽으로 레알 마드리드 CF, AC 밀란, 리버풀 FC, AFC 아약스와 함께 UEFA 명예의 배지를 사용하는 클럽이다.","{'word': '유벤투스', 'start_idx': 18, 'end_idx': 21, 'type': 'ORG'}","{'word': 'UEFA', 'start_idx': 35, 'end_idx': 38, 'type': 'POH'}",no_relation
59,"2014년, 저스트 뮤직 컴필레이션 앨범의 파급효과와 함께, 천재 노창의 이름이 널리 알려진 것은, SHOW ME THE MONEY 3에서, 저스트 뮤직의 멤버 「OBJ」 「BASCO」(현 「SUB」 「빌스탁스」 「SUB」), 「시잠」의 곡에 작곡, 편곡, 피처링으로 참여한 것도 한몫했다.","{'word': '빌스택스', 'start_idx': 79, 'end_idx': 82, 'type': 'PER'}","{'word': '바스코', 'start_idx': 72, 'end_idx': 74, 'type': 'PER'}",per:alternate_names
60,"이밖에 5위부터 10위까지의 선수 다니아우베스(상파울루), 트렌트 알렉산더 아놀드, [SUB] 앤드루 로버트슨[SUB](이하 [OBJ]), 조르디 알바, 헤랄드 피케(이하 바르셀로나), 찌아그 실바(파리 생제르맹)가 이름을 올렸다.","{'word': '앤드류 로버트슨', 'start_idx': 49, 'end_idx': 56, 'type': 'PER'}","{'word': '리버풀', 'start_idx': 61, 'end_idx': 63, 'type': 'ORG'}",per:employee_of
61,"문 대통령은 이어 ""온 국민이 기뻐할 소식""이라며 ""[OBJ] 봉오동 전투[OBJ]와 청산리 전투의 승리를 이끈 평민 출신의 위대한 독립군 대장[SUB] 홍범도[SUB] 장군의 유해를 드디어 국내로 운구할 수 있게 됐다""고 소개했다.","{'word': '홍범도', 'start_idx': 70, 'end_idx': 72, 'type': 'PER'}","{'word': '봉오동 전투', 'start_idx': 30, 'end_idx': 35, 'type': 'POH'}",no_relation
62,[SUB] 전도연 [SUB]은 [OBJ] 1973년 2월 11일 [OBJ] 서울에서 2남 1녀 중 막내로 태어났다,"{'word': '전도연', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1973년 2월 11일', 'start_idx': 5, 'end_idx': 16, 'type': 'DAT'}",per:date_of_birth
63,한국전쟁 중 포로가 된 SUB 중국인민지원군[SUB] 중 원래 국민당군이었던 사람들은 중국 본토가 아닌 대만으로 송환되었다.,"{'word': '중국인민지원군', 'start_idx': 14, 'end_idx': 20, 'type': 'ORG'}","{'word': '한국 전쟁', 'start_idx': 0, 'end_idx': 4, 'type': 'POH'}",no_relation
